Id,ActivityHour,TotalIntensity,AverageIntensity,StepTotal,StepTotal.1
1503960366,4/15/2016 9:00,2,0.033333,21,21
1503960366,4/15/2016 10:00,8,0.133333,154,154
1503960366,4/15/2016 11:00,23,0.383333,425,425
1503960366,4/15/2016 12:00,13,0.216667,270,270
1503960366,4/15/2016 13:00,9,0.15,373,373
1503960366,4/15/2016 14:00,0,0,0,0
1503960366,4/15/2016 15:00,0,0,0,0
1503960366,4/15/2016 16:00,0,0,0,0
1503960366,4/15/2016 17:00,47,0.783333,1774,1774
1503960366,4/15/2016 18:00,22,0.366667,509,509
1503960366,4/15/2016 19:00,32,0.533333,519,519
1503960366,4/15/2016 20:00,8,0.133333,77,77
1503960366,4/15/2016 21:00,14,0.233333,280,280
1503960366,4/15/2016 22:00,66,1.1,2145,2145
1503960366,4/15/2016 23:00,95,1.583333,2768,2768
1503960366,4/16/2016 0:00,15,0.25,459,459
1503960366,4/16/2016 1:00,0,0,0,0
1503960366,4/16/2016 2:00,3,0.05,63,63
1503960366,4/16/2016 3:00,1,0.016667,6,6
1503960366,4/16/2016 4:00,1,0.016667,6,6
1503960366,4/16/2016 5:00,1,0.016667,12,12
1503960366,4/16/2016 6:00,0,0,0,0
1503960366,4/16/2016 7:00,4,0.066667,101,101
1503960366,4/16/2016 8:00,9,0.15,175,175
1503960366,4/16/2016 9:00,38,0.633333,1181,1181
1503960366,4/16/2016 10:00,14,0.233333,1295,1295
1503960366,4/16/2016 11:00,30,0.5,2043,2043
1503960366,4/16/2016 12:00,42,0.7,1513,1513
1503960366,4/16/2016 13:00,90,1.5,3616,3616
1503960366,4/16/2016 14:00,20,0.333333,580,580
1503960366,4/16/2016 15:00,0,0,0,0
1503960366,4/16/2016 16:00,2,0.033333,15,15
1503960366,4/16/2016 17:00,17,0.283333,380,380
1503960366,4/16/2016 18:00,10,0.166667,96,96
1503960366,4/16/2016 19:00,12,0.2,146,146
1503960366,4/16/2016 20:00,19,0.316667,385,385
1503960366,4/16/2016 21:00,13,0.216667,463,463
1503960366,4/16/2016 22:00,3,0.05,42,42
1503960366,4/16/2016 23:00,5,0.083333,92,92
1503960366,4/17/2016 0:00,0,0,0,0
1503960366,4/17/2016 1:00,0,0,0,0
1503960366,4/17/2016 2:00,0,0,0,0
1503960366,4/17/2016 3:00,1,0.016667,8,8
1503960366,4/17/2016 4:00,0,0,0,0
1503960366,4/17/2016 5:00,0,0,0,0
1503960366,4/17/2016 6:00,0,0,0,0
1503960366,4/17/2016 7:00,0,0,0,0
1503960366,4/17/2016 8:00,0,0,0,0
1503960366,4/17/2016 9:00,0,0,0,0
1503960366,4/17/2016 10:00,0,0,0,0
1503960366,4/17/2016 11:00,9,0.15,84,84
1503960366,4/17/2016 12:00,18,0.3,260,260
1503960366,4/17/2016 13:00,23,0.383333,402,402
1503960366,4/17/2016 14:00,10,0.166667,252,252
1503960366,4/17/2016 15:00,13,0.216667,191,191
1503960366,4/17/2016 16:00,2,0.033333,13,13
1503960366,4/17/2016 17:00,71,1.183333,2613,2613
1503960366,4/17/2016 18:00,39,0.65,1616,1616
1503960366,4/17/2016 19:00,24,0.4,754,754
1503960366,4/17/2016 20:00,87,1.45,2955,2955
1503960366,4/17/2016 21:00,16,0.266667,487,487
1503960366,4/17/2016 22:00,5,0.083333,70,70
1503960366,4/17/2016 23:00,0,0,0,0
1503960366,4/18/2016 0:00,21,0.35,416,416
1503960366,4/18/2016 1:00,0,0,0,0
1503960366,4/18/2016 2:00,0,0,0,0
1503960366,4/18/2016 3:00,0,0,0,0
1503960366,4/18/2016 4:00,0,0,0,0
1503960366,4/18/2016 5:00,0,0,0,0
1503960366,4/18/2016 6:00,0,0,0,0
1503960366,4/18/2016 7:00,0,0,0,0
1503960366,4/18/2016 8:00,0,0,0,0
1503960366,4/18/2016 9:00,39,0.65,1688,1688
1503960366,4/18/2016 10:00,17,0.283333,380,380
1503960366,4/18/2016 11:00,15,0.25,328,328
1503960366,4/18/2016 12:00,40,0.666667,1306,1306
1503960366,4/18/2016 13:00,9,0.15,268,268
1503960366,4/18/2016 14:00,7,0.116667,137,137
1503960366,4/18/2016 15:00,14,0.233333,495,495
1503960366,4/18/2016 16:00,17,0.283333,277,277
1503960366,4/18/2016 17:00,18,0.3,304,304
1503960366,4/18/2016 18:00,114,1.9,4074,4074
1503960366,4/18/2016 19:00,30,0.5,2101,2101
1503960366,4/18/2016 20:00,2,0.033333,28,28
1503960366,4/18/2016 21:00,11,0.183333,187,187
1503960366,4/18/2016 22:00,19,0.316667,542,542
1503960366,4/18/2016 23:00,18,0.3,488,488
1503960366,4/19/2016 0:00,0,0,0,0
1503960366,4/19/2016 1:00,1,0.016667,22,22
1503960366,4/19/2016 2:00,0,0,0,0
1503960366,4/19/2016 3:00,2,0.033333,9,9
1503960366,4/19/2016 4:00,0,0,0,0
1503960366,4/19/2016 5:00,0,0,0,0
1503960366,4/19/2016 6:00,1,0.016667,7,7
1503960366,4/19/2016 7:00,19,0.316667,316,316
1503960366,4/19/2016 8:00,38,0.633333,1656,1656
1503960366,4/19/2016 9:00,16,0.266667,367,367
1503960366,4/19/2016 10:00,16,0.266667,203,203
1503960366,4/19/2016 11:00,13,0.216667,194,194
1503960366,4/19/2016 12:00,61,1.016667,1887,1887
1503960366,4/19/2016 13:00,65,1.083333,2697,2697
1503960366,4/19/2016 14:00,12,0.2,409,409
1503960366,4/19/2016 15:00,12,0.2,299,299
1503960366,4/19/2016 16:00,9,0.15,297,297
1503960366,4/19/2016 17:00,13,0.216667,732,732
1503960366,4/19/2016 18:00,30,0.5,1280,1280
1503960366,4/19/2016 19:00,31,0.516667,397,397
1503960366,4/19/2016 20:00,69,1.15,2487,2487
1503960366,4/19/2016 21:00,16,0.266667,826,826
1503960366,4/19/2016 22:00,4,0.066667,52,52
1503960366,4/19/2016 23:00,48,0.8,1369,1369
1503960366,4/20/2016 0:00,2,0.033333,16,16
1503960366,4/20/2016 1:00,2,0.033333,36,36
1503960366,4/20/2016 2:00,0,0,0,0
1503960366,4/20/2016 3:00,0,0,0,0
1503960366,4/20/2016 4:00,0,0,0,0
1503960366,4/20/2016 5:00,0,0,0,0
1503960366,4/20/2016 6:00,0,0,0,0
1503960366,4/20/2016 7:00,3,0.05,29,29
1503960366,4/20/2016 8:00,14,0.233333,264,264
1503960366,4/20/2016 9:00,50,0.833333,1993,1993
1503960366,4/20/2016 10:00,13,0.216667,459,459
1503960366,4/20/2016 11:00,1,0.016667,65,65
1503960366,4/20/2016 12:00,8,0.133333,185,185
1503960366,4/20/2016 13:00,5,0.083333,64,64
1503960366,4/20/2016 14:00,39,0.65,1270,1270
1503960366,4/20/2016 15:00,21,0.35,797,797
1503960366,4/20/2016 16:00,11,0.183333,261,261
1503960366,4/20/2016 17:00,2,0.033333,13,13
1503960366,4/20/2016 18:00,32,0.533333,1308,1308
1503960366,4/20/2016 19:00,36,0.6,1558,1558
1503960366,4/20/2016 20:00,12,0.2,499,499
1503960366,4/20/2016 21:00,22,0.366667,395,395
1503960366,4/20/2016 22:00,7,0.116667,77,77
1503960366,4/20/2016 23:00,33,0.55,1255,1255
1503960366,4/21/2016 0:00,2,0.033333,17,17
1503960366,4/21/2016 1:00,8,0.133333,129,129
1503960366,4/21/2016 2:00,5,0.083333,81,81
1503960366,4/21/2016 3:00,0,0,0,0
1503960366,4/21/2016 4:00,0,0,0,0
1503960366,4/21/2016 5:00,0,0,0,0
1503960366,4/21/2016 6:00,0,0,0,0
1503960366,4/21/2016 7:00,3,0.05,38,38
1503960366,4/21/2016 8:00,15,0.25,245,245
1503960366,4/21/2016 9:00,26,0.433333,1672,1672
1503960366,4/21/2016 10:00,16,0.266667,255,255
1503960366,4/21/2016 11:00,0,0,0,0
1503960366,4/21/2016 12:00,11,0.183333,384,384
1503960366,4/21/2016 13:00,25,0.416667,1140,1140
1503960366,4/21/2016 14:00,2,0.033333,12,12
1503960366,4/21/2016 15:00,8,0.133333,213,213
1503960366,4/21/2016 16:00,4,0.066667,26,26
1503960366,4/21/2016 17:00,5,0.083333,96,96
1503960366,4/21/2016 18:00,9,0.15,213,213
1503960366,4/21/2016 19:00,8,0.133333,100,100
1503960366,4/21/2016 20:00,92,1.533333,3541,3541
1503960366,4/21/2016 21:00,21,0.35,970,970
1503960366,4/21/2016 22:00,9,0.15,89,89
1503960366,4/21/2016 23:00,15,0.25,598,598
1503960366,4/22/2016 0:00,0,0,0,0
1503960366,4/22/2016 1:00,0,0,0,0
1503960366,4/22/2016 2:00,0,0,0,0
1503960366,4/22/2016 3:00,0,0,0,0
1503960366,4/22/2016 4:00,0,0,0,0
1503960366,4/22/2016 5:00,0,0,0,0
1503960366,4/22/2016 6:00,0,0,0,0
1503960366,4/22/2016 7:00,0,0,0,0
1503960366,4/22/2016 8:00,0,0,0,0
1503960366,4/22/2016 9:00,13,0.216667,192,192
1503960366,4/22/2016 10:00,2,0.033333,29,29
1503960366,4/22/2016 11:00,34,0.566667,958,958
1503960366,4/22/2016 12:00,2,0.033333,38,38
1503960366,4/22/2016 13:00,4,0.066667,118,118
1503960366,4/22/2016 14:00,0,0,0,0
1503960366,4/22/2016 15:00,10,0.166667,180,180
1503960366,4/22/2016 16:00,4,0.066667,22,22
1503960366,4/22/2016 17:00,18,0.3,1041,1041
1503960366,4/22/2016 18:00,23,0.383333,514,514
1503960366,4/22/2016 19:00,16,0.266667,629,629
1503960366,4/22/2016 20:00,13,0.216667,329,329
1503960366,4/22/2016 21:00,159,2.65,5934,5934
1503960366,4/22/2016 22:00,30,0.5,855,855
1503960366,4/22/2016 23:00,54,0.9,1925,1925
1503960366,4/23/2016 0:00,9,0.15,182,182
1503960366,4/23/2016 1:00,0,0,0,0
1503960366,4/23/2016 2:00,1,0.016667,11,11
1503960366,4/23/2016 3:00,0,0,0,0
1503960366,4/23/2016 4:00,0,0,0,0
1503960366,4/23/2016 5:00,0,0,0,0
1503960366,4/23/2016 6:00,2,0.033333,12,12
1503960366,4/23/2016 7:00,0,0,0,0
1503960366,4/23/2016 8:00,8,0.133333,127,127
1503960366,4/23/2016 9:00,17,0.283333,285,285
1503960366,4/23/2016 10:00,4,0.066667,49,49
1503960366,4/23/2016 11:00,11,0.183333,703,703
1503960366,4/23/2016 12:00,49,0.816667,1597,1597
1503960366,4/23/2016 13:00,51,0.85,1453,1453
1503960366,4/23/2016 14:00,20,0.333333,202,202
1503960366,4/23/2016 15:00,15,0.25,158,158
1503960366,4/23/2016 16:00,52,0.866667,2008,2008
1503960366,4/23/2016 17:00,26,0.433333,1472,1472
1503960366,4/23/2016 18:00,66,1.1,2569,2569
1503960366,4/23/2016 19:00,2,0.033333,29,29
1503960366,4/23/2016 20:00,9,0.15,142,142
1503960366,4/23/2016 21:00,54,0.9,2432,2432
1503960366,4/23/2016 22:00,25,0.416667,709,709
1503960366,4/23/2016 23:00,6,0.1,231,231
1503960366,4/24/2016 0:00,10,0.166667,141,141
1503960366,4/24/2016 1:00,2,0.033333,42,42
1503960366,4/24/2016 2:00,0,0,0,0
1503960366,4/24/2016 3:00,0,0,0,0
1503960366,4/24/2016 4:00,1,0.016667,8,8
1503960366,4/24/2016 5:00,0,0,0,0
1503960366,4/24/2016 6:00,1,0.016667,7,7
1503960366,4/24/2016 7:00,0,0,0,0
1503960366,4/24/2016 8:00,1,0.016667,8,8
1503960366,4/24/2016 9:00,8,0.133333,76,76
1503960366,4/24/2016 10:00,26,0.433333,492,492
1503960366,4/24/2016 11:00,12,0.2,149,149
1503960366,4/24/2016 12:00,12,0.2,548,548
1503960366,4/24/2016 13:00,12,0.2,394,394
1503960366,4/24/2016 14:00,1,0.016667,26,26
1503960366,4/24/2016 15:00,2,0.033333,27,27
1503960366,4/24/2016 16:00,29,0.483333,885,885
1503960366,4/24/2016 17:00,25,0.416667,411,411
1503960366,4/24/2016 18:00,40,0.666667,911,911
1503960366,4/24/2016 19:00,131,2.183333,4871,4871
1503960366,4/24/2016 20:00,18,0.3,342,342
1503960366,4/24/2016 21:00,17,0.283333,244,244
1503960366,4/24/2016 22:00,7,0.116667,66,66
1503960366,4/24/2016 23:00,10,0.166667,391,391
1503960366,4/25/2016 0:00,8,0.133333,95,95
1503960366,4/25/2016 1:00,3,0.05,22,22
1503960366,4/25/2016 2:00,6,0.1,97,97
1503960366,4/25/2016 3:00,0,0,0,0
1503960366,4/25/2016 4:00,2,0.033333,25,25
1503960366,4/25/2016 5:00,1,0.016667,4,4
1503960366,4/25/2016 6:00,0,0,0,0
1503960366,4/25/2016 7:00,3,0.05,44,44
1503960366,4/25/2016 8:00,22,0.366667,426,426
1503960366,4/25/2016 9:00,46,0.766667,2041,2041
1503960366,4/25/2016 10:00,12,0.2,258,258
1503960366,4/25/2016 11:00,24,0.4,1468,1468
1503960366,4/25/2016 12:00,19,0.316667,707,707
1503960366,4/25/2016 13:00,13,0.216667,299,299
1503960366,4/25/2016 14:00,5,0.083333,94,94
1503960366,4/25/2016 15:00,13,0.216667,359,359
1503960366,4/25/2016 16:00,10,0.166667,263,263
1503960366,4/25/2016 17:00,8,0.133333,188,188
1503960366,4/25/2016 18:00,6,0.1,116,116
1503960366,4/25/2016 19:00,86,1.433333,2815,2815
1503960366,4/25/2016 20:00,30,0.5,895,895
1503960366,4/25/2016 21:00,132,2.2,4895,4895
1503960366,4/25/2016 22:00,11,0.183333,188,188
1503960366,4/25/2016 23:00,3,0.05,56,56
1503960366,4/26/2016 0:00,4,0.066667,101,101
1503960366,4/26/2016 1:00,11,0.183333,178,178
1503960366,4/26/2016 2:00,0,0,0,0
1503960366,4/26/2016 3:00,11,0.183333,145,145
1503960366,4/26/2016 4:00,0,0,0,0
1503960366,4/26/2016 5:00,1,0.016667,7,7
1503960366,4/26/2016 6:00,0,0,0,0
1503960366,4/26/2016 7:00,3,0.05,28,28
1503960366,4/26/2016 8:00,13,0.216667,173,173
1503960366,4/26/2016 9:00,31,0.516667,1826,1826
1503960366,4/26/2016 10:00,22,0.366667,666,666
1503960366,4/26/2016 11:00,17,0.283333,266,266
1503960366,4/26/2016 12:00,10,0.166667,415,415
1503960366,4/26/2016 13:00,42,0.7,1571,1571
1503960366,4/26/2016 14:00,60,1,1998,1998
1503960366,4/26/2016 15:00,9,0.15,323,323
1503960366,4/26/2016 16:00,22,0.366667,697,697
1503960366,4/26/2016 17:00,5,0.083333,143,143
1503960366,4/26/2016 18:00,72,1.2,2513,2513
1503960366,4/26/2016 19:00,15,0.25,148,148
1503960366,4/26/2016 20:00,26,0.433333,1649,1649
1503960366,4/26/2016 21:00,14,0.233333,450,450
1503960366,4/26/2016 22:00,9,0.15,148,148
1503960366,4/26/2016 23:00,21,0.35,310,310
1503960366,4/27/2016 0:00,10,0.166667,277,277
1503960366,4/27/2016 1:00,5,0.083333,60,60
1503960366,4/27/2016 2:00,2,0.033333,17,17
1503960366,4/27/2016 3:00,0,0,0,0
1503960366,4/27/2016 4:00,0,0,0,0
1503960366,4/27/2016 5:00,0,0,0,0
1503960366,4/27/2016 6:00,0,0,0,0
1503960366,4/27/2016 7:00,0,0,0,0
1503960366,4/27/2016 8:00,0,0,0,0
1503960366,4/27/2016 9:00,33,0.55,1916,1916
1503960366,4/27/2016 10:00,27,0.45,502,502
1503960366,4/27/2016 11:00,23,0.383333,797,797
1503960366,4/27/2016 12:00,12,0.2,701,701
1503960366,4/27/2016 13:00,13,0.216667,319,319
1503960366,4/27/2016 14:00,35,0.583333,1932,1932
1503960366,4/27/2016 15:00,6,0.1,59,59
1503960366,4/27/2016 16:00,7,0.116667,98,98
1503960366,4/27/2016 17:00,13,0.216667,261,261
1503960366,4/27/2016 18:00,73,1.216667,2714,2714
1503960366,4/27/2016 19:00,150,2.5,5786,5786
1503960366,4/27/2016 20:00,70,1.166667,2420,2420
1503960366,4/27/2016 21:00,20,0.333333,266,266
1503960366,4/27/2016 22:00,0,0,0,0
1503960366,4/27/2016 23:00,0,0,0,0
1503960366,4/28/2016 0:00,0,0,0,0
1503960366,4/28/2016 1:00,10,0.166667,127,127
1503960366,4/28/2016 2:00,0,0,0,0
1503960366,4/28/2016 3:00,0,0,0,0
1503960366,4/28/2016 4:00,0,0,0,0
1503960366,4/28/2016 5:00,0,0,0,0
1503960366,4/28/2016 6:00,0,0,0,0
1503960366,4/28/2016 7:00,1,0.016667,14,14
1503960366,4/28/2016 8:00,11,0.183333,128,128
1503960366,4/28/2016 9:00,38,0.633333,1192,1192
1503960366,4/28/2016 10:00,19,0.316667,987,987
1503960366,4/28/2016 11:00,10,0.166667,288,288
1503960366,4/28/2016 12:00,16,0.266667,317,317
1503960366,4/28/2016 13:00,33,0.55,1144,1144
1503960366,4/28/2016 14:00,47,0.783333,1512,1512
1503960366,4/28/2016 15:00,5,0.083333,115,115
1503960366,4/28/2016 16:00,10,0.166667,554,554
1503960366,4/28/2016 17:00,11,0.183333,235,235
1503960366,4/28/2016 18:00,56,0.933333,1829,1829
1503960366,4/28/2016 19:00,1,0.016667,13,13
1503960366,4/28/2016 20:00,50,0.833333,2122,2122
1503960366,4/28/2016 21:00,21,0.35,986,986
1503960366,4/28/2016 22:00,2,0.033333,16,16
1503960366,4/28/2016 23:00,48,0.8,1512,1512
1503960366,4/29/2016 0:00,9,0.15,202,202
1503960366,4/29/2016 1:00,0,0,0,0
1503960366,4/29/2016 2:00,4,0.066667,71,71
1503960366,4/29/2016 3:00,0,0,0,0
1503960366,4/29/2016 4:00,0,0,0,0
1503960366,4/29/2016 5:00,0,0,0,0
1503960366,4/29/2016 6:00,0,0,0,0
1503960366,4/29/2016 7:00,3,0.05,27,27
1503960366,4/29/2016 8:00,13,0.216667,201,201
1503960366,4/29/2016 9:00,33,0.55,1820,1820
1503960366,4/29/2016 10:00,4,0.066667,44,44
1503960366,4/29/2016 11:00,4,0.066667,104,104
1503960366,4/29/2016 12:00,6,0.1,214,214
1503960366,4/29/2016 13:00,6,0.1,41,41
1503960366,4/29/2016 14:00,56,0.933333,1711,1711
1503960366,4/29/2016 15:00,23,0.383333,1076,1076
1503960366,4/29/2016 16:00,10,0.166667,285,285
1503960366,4/29/2016 17:00,9,0.15,380,380
1503960366,4/29/2016 18:00,5,0.083333,118,118
1503960366,4/29/2016 19:00,11,0.183333,267,267
1503960366,4/29/2016 20:00,16,0.266667,386,386
1503960366,4/29/2016 21:00,20,0.333333,1366,1366
1503960366,4/29/2016 22:00,27,0.45,1111,1111
1503960366,4/29/2016 23:00,56,0.933333,1757,1757
1503960366,4/30/2016 0:00,1,0.016667,19,19
1503960366,4/30/2016 1:00,7,0.116667,65,65
1503960366,4/30/2016 2:00,0,0,0,0
1503960366,4/30/2016 3:00,1,0.016667,6,6
1503960366,4/30/2016 4:00,0,0,0,0
1503960366,4/30/2016 5:00,0,0,0,0
1503960366,4/30/2016 6:00,0,0,0,0
1503960366,4/30/2016 7:00,0,0,0,0
1503960366,4/30/2016 8:00,3,0.05,60,60
1503960366,4/30/2016 9:00,11,0.183333,148,148
1503960366,4/30/2016 10:00,17,0.283333,239,239
1503960366,4/30/2016 11:00,7,0.116667,127,127
1503960366,4/30/2016 12:00,4,0.066667,92,92
1503960366,4/30/2016 13:00,11,0.183333,141,141
1503960366,4/30/2016 14:00,22,0.366667,520,520
1503960366,4/30/2016 15:00,26,0.433333,993,993
1503960366,4/30/2016 16:00,99,1.65,3388,3388
1503960366,4/30/2016 17:00,55,0.916667,2176,2176
1503960366,4/30/2016 18:00,71,1.183333,2319,2319
1503960366,4/30/2016 19:00,4,0.066667,92,92
1503960366,4/30/2016 20:00,5,0.083333,117,117
1503960366,4/30/2016 21:00,22,0.366667,840,840
1503960366,4/30/2016 22:00,47,0.783333,2139,2139
1503960366,4/30/2016 23:00,28,0.466667,1192,1192
1503960366,5/1/2016 0:00,9,0.15,247,247
1503960366,5/1/2016 1:00,8,0.133333,59,59
1503960366,5/1/2016 2:00,2,0.033333,36,36
1503960366,5/1/2016 3:00,1,0.016667,4,4
1503960366,5/1/2016 4:00,0,0,0,0
1503960366,5/1/2016 5:00,0,0,0,0
1503960366,5/1/2016 6:00,0,0,0,0
1503960366,5/1/2016 7:00,3,0.05,41,41
1503960366,5/1/2016 8:00,6,0.1,94,94
1503960366,5/1/2016 9:00,12,0.2,198,198
1503960366,5/1/2016 10:00,6,0.1,146,146
1503960366,5/1/2016 11:00,10,0.166667,103,103
1503960366,5/1/2016 12:00,10,0.166667,130,130
1503960366,5/1/2016 13:00,5,0.083333,85,85
1503960366,5/1/2016 14:00,25,0.416667,540,540
1503960366,5/1/2016 15:00,21,0.35,294,294
1503960366,5/1/2016 16:00,23,0.383333,823,823
1503960366,5/1/2016 17:00,33,0.55,1053,1053
1503960366,5/1/2016 18:00,70,1.166667,2007,2007
1503960366,5/1/2016 19:00,14,0.233333,177,177
1503960366,5/1/2016 20:00,6,0.1,93,93
1503960366,5/1/2016 21:00,25,0.416667,363,363
1503960366,5/1/2016 22:00,50,0.833333,1552,1552
1503960366,5/1/2016 23:00,76,1.266667,2557,2557
1503960366,5/2/2016 0:00,0,0,0,0
1503960366,5/2/2016 1:00,7,0.116667,119,119
1503960366,5/2/2016 2:00,0,0,0,0
1503960366,5/2/2016 3:00,1,0.016667,21,21
1503960366,5/2/2016 4:00,0,0,0,0
1503960366,5/2/2016 5:00,0,0,0,0
1503960366,5/2/2016 6:00,0,0,0,0
1503960366,5/2/2016 7:00,3,0.05,28,28
1503960366,5/2/2016 8:00,12,0.2,245,245
1503960366,5/2/2016 9:00,30,0.5,1690,1690
1503960366,5/2/2016 10:00,19,0.316667,369,369
1503960366,5/2/2016 11:00,16,0.266667,384,384
1503960366,5/2/2016 12:00,64,1.066667,2116,2116
1503960366,5/2/2016 13:00,21,0.35,1064,1064
1503960366,5/2/2016 14:00,13,0.216667,355,355
1503960366,5/2/2016 15:00,11,0.183333,418,418
1503960366,5/2/2016 16:00,24,0.4,420,420
1503960366,5/2/2016 17:00,12,0.2,340,340
1503960366,5/2/2016 18:00,9,0.15,227,227
1503960366,5/2/2016 19:00,13,0.216667,235,235
1503960366,5/2/2016 20:00,105,1.75,3903,3903
1503960366,5/2/2016 21:00,25,0.416667,1427,1427
1503960366,5/2/2016 22:00,28,0.466667,945,945
1503960366,5/2/2016 23:00,17,0.283333,404,404
1503960366,5/3/2016 0:00,3,0.05,55,55
1503960366,5/3/2016 1:00,6,0.1,79,79
1503960366,5/3/2016 2:00,1,0.016667,20,20
1503960366,5/3/2016 3:00,5,0.083333,110,110
1503960366,5/3/2016 4:00,0,0,0,0
1503960366,5/3/2016 5:00,0,0,0,0
1503960366,5/3/2016 6:00,2,0.033333,16,16
1503960366,5/3/2016 7:00,3,0.05,23,23
1503960366,5/3/2016 8:00,11,0.183333,158,158
1503960366,5/3/2016 9:00,24,0.4,1391,1391
1503960366,5/3/2016 10:00,25,0.416667,955,955
1503960366,5/3/2016 11:00,12,0.2,297,297
1503960366,5/3/2016 12:00,17,0.283333,396,396
1503960366,5/3/2016 13:00,23,0.383333,309,309
1503960366,5/3/2016 14:00,26,0.433333,384,384
1503960366,5/3/2016 15:00,46,0.766667,1719,1719
1503960366,5/3/2016 16:00,33,0.55,870,870
1503960366,5/3/2016 17:00,18,0.3,690,690
1503960366,5/3/2016 18:00,86,1.433333,3119,3119
1503960366,5/3/2016 19:00,5,0.083333,140,140
1503960366,5/3/2016 20:00,1,0.016667,6,6
1503960366,5/3/2016 21:00,37,0.616667,1333,1333
